Question,Answer,Category
اشتري +ت من ال+ صيدلي +ة بعض ال+ مقتني +ات ال+ صحي +ة ل+ غيار ال+ جرح ال+ قطن و+ ال+ شاش و+ مرهم هل يكفي ام أذهب ل+ ال+ مستشفى نظر +ا ان ال+ مستشفى مليء ب+ حال +ات ال+ كوفيد 19 أرجو ال+ مساعد +ة سوف ارفق ال+ صور +ة,ينصح ب+ ال+ كشف ال+ طبي من قبل أخصائي جراح +ة عام +ة ل+ تقييم وضع ال+ جرح و+ سبب +ه و+ وضع خط +ة ال+ علاج . و تعلم كيفي +ة اجراء ال+ ضماء . .,جراحة عامة
أعان +ي من انتفاخ دائم في منخاري ال+ أيمن حيث ان ال+ فتح +ة صغير +ة جد +ا مقارن +ة ب+ ال+ منخار ال+ أيسر نفس ال+ حال +ة التي تصيب ال+ مريض ب+ ال+ زكام ، ماالسبب ؟ و ال+ ماهو ال+ علاج ؟,ال+ فحص يبين ال+ سبب و علاج +ه,أنف، أذن وحنجرة
وجود نغز +ه في الخصي +ه ال+ شمال من حين الي آخر,أول +ا لابد من إجراء فحص بول و+ راسب مع فحص سائل منوي ل+ نفي ال+ إنتان أوالخلل ال+ وظيفي ل+ ال+ سائل . . لاحق +ا ل+ ال+ متابع +ة . . قد يكون ل+ ديك دوالي خصي +ة و+ في حال استمرار ال+ ألم يجب إجراء إيكو ل+ ال+ خصي +ة .,أمراض المسالك البولية والتناسلية
هل درو +ة شهري +ة مضر في ال+ سباح +ة تاني يوم ل+ ال+ بنت,ليس +ت مضر +ة . .,أمراض نسائية
حامل في ال+ أسبوع 22 و+ عند +ي تحجر ب+ ال+ رحم من شهر +ين أخذ حبوب نوسبا 40 مغ و+ ال+ يوم عمل +ت سونر قال +ت ماتقدر تشوف تفاصيل ال+ طفل لان ال+ رحم ينكمش عالطفل و+ يغطي ال+ تفاصيل . . ماهي ال+ أسباب و+ ال+ علاج ؟,حاول +ي ال+ فحص عندما يكون ال+ رحم مسترخي +ا,أمراض نسائية
اعاني من ضعف ال+ انتصاب و+ أنا تزوج +ت منذ أسبوع هل استخدم ال+ فياجرا,علي +ك تحسين ل+ ياق +ت +ك ال+ بدني +ة ب+ ممارس +ة ال+ رياض +ة ال+ يومي +ة و+ ال+ تغذي +ة ال+ متوازن +ة و+ تناول ال+ مكسر +ات و+ ال+ عسل و+ عسل ال+ ملك +ات ، وهذهلائحة ب+ ال+ أطعم +ة التي تساعد على ال+ تخلص من ال+ ضعف ال+ جنسى مثل : ال+ ثوم ، ال+ بصل ، ال+ قمح ، ال+ موز ، ال+ زنجبيل ، حب +ة ال+ برك +ة ، ال+ تمر ، ال+ حلب +ة ، ال+ حمص ، ال+ عدس ، بذر ال+ كتان ، ال+ كاكاو ، ال+ زعفران ، جوز ال+ طيب ، ال+ قرنفل ، ال+ عود ، ال+ كرفس ، ال+ شبت ، ال+ توت ، ال+ أسماك ال+ دهني +ة ، ال+ تفاح . و+ س+ تتحسن ب+ ال+ تدريج . و+ يمكن استخدام ال+ فياغرا بعد استشار +ة طبيب +ك .,الصحة الجنسية
كان لدي تسرع قلب نتيج +ة ضغط نفس +ي و+ ال+ لقم +ة ال+ عصبي +ة ذهب +ت ل+ ال+ دكتور قلب +ي سليم و+ أ ن أشعر عند ال+ تثاؤب لا أصدر صوت احس شيء مسدود و+ عند ال+ استلقاء أشعر ب+ ضيق شوي في ال+ نفس . .,لا داعي ل+ ال+ قق ، أسباب هكذا أعراض كثير +ة ، و+ ينبغي معرف +ة معطي +ات ال+ فحص ال+ طبي ال+ سريري أول +ا,أمراض القلب و الشرايين
لماذا تقل عدد ال+ حيوان +ات ال+ منوي +ة بعد ممارس +ة ال+ جماع ل+ أكثر من مر +ة و+ ما تفسير ذلك فسيولوجيا ؟ ؟,كمي +ة ال+ مني التي ينتج +ها ال+ جسم محدود +ة ، و+ كلما زاد ال+ استهلاك ، قل +ت ال+ كمي +ة ! !,الأمراض الجنسية
يااساتاذي أنا اعاني من استخدام ال+ عاد +ة ال+ سريه ك+ ليوم و+ أكثر ال+ أوقات يظل ال+ قضيب منتصب +ا يوجد في رأس قضيب +ي شام +ه صغير +ه و+ يكون عند +ي رغب +ه جنسي +ه ك+ ليوم و+ نشو +ة غير عادي +ه ماسبب ذالك هل . .,لا علاق +ة ل+ ال+ شام +ة ب+ هذا ال+ موضوع ، علب +ك تقليل ال+ أكل و+ ممارس +ة ال+ رياض +ة و+ هواي +ات تشغل وقت +ك . و+ لعل +ه خير .,الصحة الجنسية
دكتور أنا أعان +ي من ال+ آم ال+ برد ال+ داخلي و+ ال+ رطوب +ة و+ الخوف +ه و+ من ال+ آم ال+ ظهر و+ ال+ كتف +ين عمري 28 سن +ه,أعراض كثير +ة في عمر صغير يجب إعطاؤ +نا ال+ مزيد من ال+ معلوم +ات ال+ مفصل +ة,أمراض العضلات والعظام و المفاصل
لدي انتفاخ و+ ثقل في ال+ جهه ال+ يسرى من ال+ بطن مع نبض يحدث أحيان ب+ نفس ال+ جهه و+ الم أحيان ب+ ال+ خاصره و+ الم بسيط جد +ا و+ لكن مقلق أسفل ال+ بطن و+ فوق الخصي +ه مثل ال+ وخز و+ عند ال+ تبول . .,أخ +ي ال+ عزيز - علي +ك ال+ توجي +ة الي طبيب ال+ جراح +ة أو طبيب ال+ مسالك ال+ بولي +ة و+ عمل أشع +ة تلفزيوني +ة ل+ ال+ تأكد من محتوي ال+ انتفاخ - نتمني ل+ +ك ال+ صح +ة و+ ال+ سلام +ة,أمراض المسالك البولية والتناسلية
هل سبرادين يويد ال+ وزن ؟ أنا طولي 155 سم و+ وزني 45 . . عمل +ت كل ال+ فحوص +ات ال+ خاص +ة ب+ سو ال+ امتصاص و+ طلع +ت سليم +ه . . أريد أدوي +ة ل+ ال+ تسمس +ين أو فيتامين,ال+ مذكور عبار +ة عن مكمل غذائي ( فيتامين +ات ) و لا بأس من تناول +ه ، علم +ا ب+ أن ل+ ال+ نحاف +ة أسباب عديد +ة و سوء ال+ إمتصاص أحد +ها فقط و علي +ه لا بد من ال+ تقييم ال+ صحي و ال+ تغذوي,تغذية
شاب 20 سن +ه اتعالج من احتقان ب+ ال+ بروستاتا و+ عاوز اخد مضاد ل+ ال+ أكتئاب fuoxtine 20 mg ل+ أن +ه لى تأثير على ال+ شهوه ال+ جنسيه ود +ه هيساعدنى في ال+ علاج و+ لكن من أثار +ه ال+ جانبيه سرع +ه ضرب +ات . .,لا ننصح ب+ إستخدام +ه إلا تحت إشراف أخصائي نفسي +ة كون توقيف +ه يسبب أعراض إنسحابية مهم +ة ، أما ب+ ال+ نسب +ة ل+ ال+ قلقب ف+ لا يشكل مشكل +ة,أمراض القلب و الشرايين
الم في ال+ جانب ال+ أيسر ال+ خلفي من ال+ ركبه ال+ يسرى يا +ت +ي ثواني معدو +ه ك+ ال+ مسمار ( الم شديد ) و+ يختفي بين كل فتر +ه فنر +ه كان يجني بس ال+ حين صار يجيني ب+ ال+ يوم أكثر من 5 . .,ال+ أم ال+ ركب +ة في مثل عمر +ك في ال+ غالب ب+ سبب ضعف عضل +ات ال+ فخذ +ين ينصح مراجع +ة مركز علاج طبيعي ل+ عمل جلس +ات وارشادك ل+ طريق +ة ال+ تقوي +ة و+ قد تحتاج صور +ة أشع +ة ل+ ال+ ركب +ة بعد ال+ فحص ال+ سريري ان كان حاج +ة ل+ ذلك,أمراض العضلات والعظام و المفاصل
أريد معرف +ه أسباب وجود دم داخل ال+ مهبل و+ عدم نزول +ه في وقت ال+ دوره . . و+ لا أعرف ب+ وجود ال+ دم الا عند ال+ جماع فقط . . مع استمرار احتباس +ها مد +ه من 3 الى 7 أيام . .,ب+ كون ذبيعة ال+ تكوين ل+ مهبل +ك لا تسمح ب+ خروج كامل ال+ دم أ +كن علي +ك ب+ عمل دش مهبلي داخلي,أمراض نسائية
دكتور كان كتبلي اومنيسيف و+ لما بدأ +ت جسم +ي كل +ه ملي +ان حبوب و+ شعور ب+ الحك +ه,انصحك ب+ مراجع +ة طبيب +ك فقد تكون اصب +ت ب+ حساسي +ة من تركيب +ة cefdinir ، من ال+ إعراض ال+ جانبي +ة ل+ ال+ دواء ال+ طفح ال+ جلدي و+ ال+ حك +ة حسب صفح +ة ال+ دواء في موسوع +ة أدوي +ة ال+ طبي و+ لكن يجب مراجع +ة ال+ طبيب ل+ استشار +ت +ه ب+ إكمال ال+ دواء أو استبدال +ه ب+ تركيب +ة أخرى,علم الصيدلة
أعان +ي من آلام متكرر +ة في فتح +ة ال+ شرج . . و+ لا أعان +ي من ال+ بواسير . . ال+ تشخيص و+ ال+ علاج ! !,ال+ تشخيص و+ ال+ علاج يتم ب+ مراجع +ة طبيب +ك ال+ جراح ال+ عام .,جراحة عامة
أشعر ب+ ال+ رغي +ة الى ال+ دخول الى ال+ حمام كثير +ا و لكن لا تذهب ، و أشعر ب+ مثل تشنج +ات مهبلي +ة قليل +ة ف+ ما ال+ سبب هل يمكن ان يكون حصر بول ، متزوج +ة من 8 . .,من ال+ ممكن تكون هناك التهاب +ات مهبلي +ه أو التهاب +ات ف مجري ال+ بول خصوص +ا في بداي +ة ال+ زواج,أمراض نسائية
ال+ سلام علي +كم أنا متزوج +ة جديد +ة يعني شهر +ين بعد ممارس +ة ال+ جنس يأتي صداع شديد مالسبب ذلك ؟ ؟,ال+ صداع ال+ جنسي يحدث عاد +ة بعد انتهاء ال+ جماع مباشر +ة ، و+ يعمل على هذا ال+ ترابط مراحل ال+ عملي +ة ال+ جنسي +ة ال+ جهاز ال+ عصبي ال+ مستقل و+ ال+ مسئول عن ال+ عملي +ة ال+ جنسي +ة و+ الذي يتكون من شق +ين : 1 . ال+ جهاز جار ال+ ودي . 2 . و+ ال+ جهاز ال+ ودي . ل+ مرحل +ة ال+ ثاني +ة من عملي +ة ال+ جماع و+ التي يلعب في +ها ال+ جهاز السمبثاوي دور +ه في أثناء مرحل +ة ال+ إنزال . ذلك ال+ انقباض ال+ شديد الذي يتبع +ه انبساط شديد ل+ ال+ أوعي +ة ال+ دموي +ة هو ال+ متسبب في حدوث ال+ صداع خاص +ة أن ال+ أوعي +ة ال+ دموي +ة ال+ موجود +ة ب+ فرو +ة ال+ رأس تعد حساس +ة جد +ا ل+ ال+ انقباض و+ ال+ انبساط ال+ سريع ، ويلي هذا ال+ صداع ال+ خمول ، و+ ال+ حاج +ة إلى ال+ نوم ، و+ ال+ تعرق ال+ شديد ، و+ أيض +ا ال+ عطش ال+ ناتج عن هذا ال+ مجهود ال+ جسماني ،,الصحة الجنسية
صرلي 3 أيام مخلص +ه أيام ال+ اباضه و+ موعد ال+ دوره بي 10 ال+ شهر وبتيجيني مغص +ات ع ال+ مبيض ال+ يمين و+ ب+ تنزل من +ي افراز +ات كتير لكن ب+ دون رائح +ه و+ لون +ها شفاف,هذه أعراض بقايا ال+ تبويض,أمراض نسائية
لدي احمرار في ال+ شفت +ين بدا ال+ ظهورمن عام +ين تقريب +ا احمر +ا ماهو ال+ علاج لم ازهب الا طبيب و+ لم يزيد منز ظهور +ه ال+ بعض يقول انهو نقص فيتمينات و+ لان استعمل فايتمن B 12 هل مفيد,ننصح ب+ مراجع +ة ال+ طبيب من أجل ال+ تشخيص ال+ سليم,أمراض الفم
دورتي منتظم +ه كل خمس +ه و+ وعشرين يوم لكن هذا ال+ شهر اخر +ت يووم +ين مفروض تأتي في 5 - 6 جاء +ت في 7 - 6 متى س+ تأتي ال+ مره ال+ قاده و+ متى أيام ال+ تبويض,بعد شهر . و+ ال+ تبويض في ال+ منتصف,أمراض نسائية
عمري 29 لدي تقرح +ات في ال+ فم تسبب +ت في التهاب ال+ أضراس ال+ علوي +ة و+ ال+ سفلي +ة . . ما ال+ حل في ال+ تقرح +ات و+ ما ال+ حل في ال+ التهاب,اهل +ا و+ سهل +ا سبب ال+ تقرح +ات قد يكون من عدم ال+ تنظيف ال+ صحيح ل+ ال+ أسنان أو كثر +ة تناول ال+ حوامض و+ ال+ موالح أو ب+ سبب التهاب +ات ب+ ال+ جهاز ال+ هضمي أو ال+ تنفسي أو قد تكون تعاني من نقص حاد ب يتامين د أو ال+ حديد و+ أيض +ا عدم شرب ال+ ماء ب+ كمي +ات كافي +ه يومي +ا قد يكون سبب ل+ هذه ال+ مشكله . و+ انصحك ب+ مراجع +ة طبيب ال+ أسنان لان +ه بعد ال+ فحص ال+ سريري يمكن تشخيص ال+ حال +ة ب+ شكل مفصل,أمراض الأسنان
دكتور عبد ال+ عزيز ال+ لبدي ب+ سن +ة 2014 +كن +ت تقول بعد 50 يوم قطعي وب 2018 تغير ال+ كلام و+ صر +ت تقول 3 أشهر و+ ل+ ال+ تاكيد يجب إعاد +ة ال+ فحص سؤال +ي - هل تتغير من سلبي الى . .,"معلوم +ات +ي ليس +ت من ال+ وحي بل ، من ال+ إنترنت ! ! ، و+ لا أدري ما هو ال+ سوأل و+ لا كيفي +ة طرح +ه بعد هذه ال+ مد +ة ، حسب نوع ال+ فحص أيض +ا ، ال+ جيل ال+ رابع ( اختبار "" كومبو "" ) يبحث عن كل من ال+ أجسام ال+ مضاد +ة و+ مستضد +ات ال+ برو +ت +ين P24 في ال+ دم . مستضد +ات ال+ برو +ت +ين P24 قابل +ة ل+ ال+ كشف مباشر +ة بعد ال+ عدوى و+ فقط في ال+ أسابيع ال+ قليل +ة ال+ أولى ، في حين أن اختبار ال+ أجسام ال+ مضاد +ة لدي +ها نافذ +ة من 4 - 12 أسابيع . معظم أخصائي +ي فيروس نقص ال+ مناع +ة ال+ بشري +ة يعتبر +ون أن هذا ال+ اختبار قاطع في 6 أسابيع ، و+ ب+ ما أن +ك تتحدث ال+ إنكليزي +ة يمكن +ك مراجع +ة ال+ نت ل+ ال+ تعرف على أحدث ال+ نتائج ، سامح +نا ! !",الصحة الجنسية
ماهي ال+ اسماءالمختلف +ة ل+ مرض ال+ زهري ؟,ال+ سفلس ! ! و+ ال+ إفرنجي ! !,الأمراض الجنسية
أنا شاب عمري 21 سن +ة في ال+ فتر +ة ال+ أخير +ة أصبح +ت مدمن +ا جد +ا ل+ ال+ عاد +ة ال+ سري +ة مع ال+ علم +ان +ي امارسها منذ 7 سنو +ات ل+ ال+ اسف و منذ ما يقرب من 15 يوم +ا بدأ +ت أشعر . .,اجزم +ان +ك غير مصاب أبد +ا لان أعراض ال+ انفتال مصحوب +ه ب+ ال+ ام حاد +ه عغير محتمل +ه انصحك ال+ ابتعاد عن ممارس +ة هذه ال+ عاده ال+ سيئه,الأمراض الجنسية
من فضل +ك يخرج ال+ سائل ال+ منوي أبيض و+ يوجد ل+ +ه رائح +ة بول قوي +ة منذ ست +ة أشهر كيف يمكنني ان اعالجه و+ هل هذا مرض ام ماذا من فضل +ك ان ترد ب+ اسرع وقت,أعمل ل+ +ه زراع +ة,أمراض نسائية
عند +ي جرثوم +ة ال+ معده و+ أخذ ال+ هيليكيور و+ حساسي +ه انف و+ جيوب انفي +ه و+ أخذ بخاخ +ه فلكسونيز و+ لكن +ي أشعر ب+ زغلل +ة و+ عدم تركيز و+ ب+ ال+ نوم عالجانب ال+ أيسر أشعر ب+ دوخ +ه أشبه ب+ ال+ دوار هل احتاج مخ و+ اعصاب,سؤال +ك غير واضح اذ +ا +كن +ت تعاني من ال+ جرثوم +ة أكتب تفاصيل ال+ علاج اي ال+ كمي +ة و+ عدد ال+ أيام و+ عدد ال+ جرع +ات ال+ يومي +ة ب+ ال+ تفصيل و+ لماذا تأخذ ال+ بخاخ +ة ؟ ب+ ال+ نسب +ة ل+ ال+ دوخ +ة منذ متى و+ هل ل+ +ها علاق +ة ب+ ال+ دواء اي منذ ان بدأ +ت تأخذ دواء ارج +وا ال+ كتاب +ة ب+ هدوء و+ ب+ ال+ تفصيل و+ كل عارض على حدى كي نفهم من ماذا تعاني و+ نستطيع مساعد +ت +ك ب+ شكل واضح و+ صحيح,أمراض الجهاز الهضمي
